Compound_id,drug_name,canonical_smiles,inchi_key,LogS (aqueous solubility),LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,0,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,Hepatotoxicity,Neurotoxicity,Nephrotoxicity,Respiratory Toxicity,Cardiotoxicity,Carcinogenicity,Immunotoxicity,Mutagenicity,Cytotoxicity,BBB,Ecotoxicity,Clinical toxicity,Nutritional toxicity,Aryl hydrocarbon Receptor (AhR),Androgen Receptor (AR),Androgen Receptor Ligand Binding Domain (AR-LBD),Aromatasen,Estrogen Receptor Alpha (ER),Estrogen Receptor Ligand Binding Domain (ER-LBD),Peroxisome Proliferator Activated Receptor Gamma (PPAR-Gamma),Nuclear factor (erythroid-derived 2)-like 2/antioxidant responsive element (nrf2/ARE),Heat shock factor response element (HSE),Mitochondrial Membrane Potential (MMP),Phosphoprotein (Tumor Supressor) p53,ATPase family AAA domain-containing protein 5 (ATAD5),Thyroid hormone receptor alpha (THR?),Thyroid hormone receptor beta (THR?),Transtyretrin (TTR),Ryanodine receptor (RYR),GABA receptor (GABAR),Glutamate N-methyl-D-aspartate receptor (NMDAR), alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptor (AMPAR),Kainate receptor (KAR),Achetylcholinesterase (AChE),Constitutive androstane receptor (CAR),Pregnane X receptor (PXR),NADH-quinone oxidoreductase (NADHOX),Voltage gated sodium channel (VGSC),Na+/I- symporter (NIS),Cytochrome CYP1A2CYP1A2,Cytochrome CYP2C19CYP2C19 ,Cytochrome CYP2C9CYP2C9,Cytochrome CYP2D6CYP2D6,Cytochrome CYP3A4CYP3A4,Cytochrome CYP2E1CYP2E1
S4495,Quinine,COC1=CC2=C(C=CN=C2C=C1)C(O)C3CC4CCN3CC4C=C,,-2.751,2.446,2.719,0.965,0.164,0.027,0.007,0.003,-4.61,1.62E-05,0.868,0.8125,2.704,0.1849,0.103,0.953,0.182,0.935,0.042,0.364,0.97,0.942,0.28,0.742,3.316,0.22,0.683,0.9,0.057,0.158,0.323,0.529,0.052,0.226,0.003,0.012,0.941,1.169,3.912,4.26,6.003,0.025,0.004,0.53,0.014,0.121,0.332,0.002,0.207,0.01,0.231,0.251,0.178,324.18,344.006,0.942,4,1,45.59,4,4,10,4,0,21,0.19,5,1,0,0,0,0,0,2,0,0.878,4.516,0.45,73.138,0.831,2,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 51,C=CC1CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O,C20H24N2O2,324.42,24,10,0.45,4,4,1,99.73,45.59,3.36,2.88,2.47,2.23,3.11,2.81,-3.71,0.0632,0.000195,Soluble,-3.5,0.103,0.000318,Soluble,-4.31,0.016,0.0000492,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-6.23,0,0,0,0,0,0.55,0,1,0,4.34,0.91,0.86,0.73,0.98,0.76,0.56,0.96,0.89,0.71,0.68,0.51,0.7,0.59,1,0.97,0.99,0.98,0.91,0.99,1,0.99,0.99,0.96,0.99,0.99,0.9,0.76,0.91,0.71,0.58,0.84,1,1,0.8,0.99,0.72,0.87,0.74,0.82,0.98,0.99,0.73,0.98,0.99,1
S4948,Rucaparib,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)[NH]2,,-4.11,2.552,2.834,0.616,0.913,0.005,0.001,0.895,-5.409,9.08E-06,0.685,0.7858,2.676,0.1658,0.977,0.79,0.586,0.072,0.276,0.695,0.893,0.887,0.848,0.197,7.411,0.203,0.811,0.841,0.127,0.852,0.638,0.953,0.349,0.076,0.003,0.01,0.925,1.149,3.961,5.008,6.1,0.005,0.002,0.9,0.007,0.102,0.005,0.016,0.628,0.028,0.012,0.479,0.038,323.14,329.711,0.98,4,3,56.92,3,4,12,5,0,22,0.136,0,1,3,0,0,0,1,2,4,0.694,2.588,0.211,45.652,0.036,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 5,CNCc1ccc(cc1)c1[nH]c2c3c1CCNC(=O)c3cc(c2)F,C19H18FN3O,323.36,24,15,0.21,3,3,3,96.03,56.92,2.48,2.49,2.87,2.6,4.65,3.02,-3.68,0.0679,0.00021,Soluble,-3.33,0.151,0.000467,Soluble,-7.67,0.0000069,2.13E-08,Poorly soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.5,0,0,0,0,0,0.55,0,0,0,2.81,0.75,0.86,0.79,0.83,0.83,0.64,0.93,0.56,0.61,0.84,0.55,0.61,0.54,0.68,0.93,0.96,0.79,0.87,0.95,0.95,0.96,0.96,0.81,0.86,0.91,0.92,0.69,0.75,0.73,0.51,0.93,0.99,0.99,0.6,0.97,0.72,0.93,0.61,0.75,0.53,0.51,0.62,0.69,0.54,0.98
S5187,Ribociclib hydrochloride,Cl.CN(C)C(=O)C1=CC2=CN=C(NC3=NC=C(C=C3)N4CCNCC4)N=C2[N]1C5CCCC5,,-1.39,2.606,2.174,0.35,1,0.019,0.004,0.005,-5.526,1.92E-06,0.83,0.62,1.922,0.4698,0.254,0.512,0.269,0.093,0.064,0.047,0.102,0.231,0.582,0.601,4.948,0.152,0.661,0.997,0.966,0.084,0.516,0.541,0.918,0.833,0.003,0.009,0.951,0.325,2.751,3.595,4.765,0.015,0.003,0.853,0.927,0.213,0.008,0.002,0.73,0.205,0.019,0.356,0.586,434.25,439.254,0.989,9,2,94.44,5,5,9,9,0,29,0.172,0,2,0,0,0,0,0,1,1,0.657,3.354,0.478,65.765,-1.076,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 111,CN(C(=O)c1cc2c(n1C1CCCC1)nc(nc2)Nc1ccc(cn1)N1CCNCC1)C.Cl,C23H31ClN8O,471,33,15,0.48,6,5,2,139.46,91.21,0,2.99,2.84,1.59,1.09,1.7,-4.58,0.0123,0.000026,Moderately soluble,-4.57,0.0127,0.000027,Moderately soluble,-5.51,0.00144,0.00000306,Moderately soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.05,0,1,0,0,0,0.55,0,0,1,3.55,0.68,0.89,0.8,0.95,0.92,0.56,0.64,0.53,0.59,0.56,0.52,0.68,0.62,0.75,0.97,0.95,0.91,0.81,0.97,0.93,0.95,0.95,0.87,0.85,0.83,0.97,0.79,0.96,0.9,0.6,0.94,0.99,0.99,0.66,0.99,0.55,0.98,0.54,0.86,0.8,0.58,0.53,0.56,0.78,1
S5194,Furosemide sodium,[Na+].N[S](=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C([O-])=O,,-2.131,-0.377,0.699,0.002,0.001,0.005,0.001,0.003,-5.247,3.52E-05,0.005,0.9563,0.372,0.0494,0.063,0.077,0.023,0.061,0.303,0.431,0.006,0.14,0.015,0.124,1.402,0.726,0.092,0.912,0.987,0.006,0.189,0.95,0.031,0.396,0.003,0.018,0.058,0.311,3.057,3.483,4.241,0.758,0.048,0.081,0.003,0.092,0.006,0.004,0.032,0.006,0.016,0.056,0.006,329,281.523,1.169,7,3,125.46,5,2,6,9,-1,14,0.357,0,1,1,0,0,2,1,2,1,0.825,2.769,0.083,15,-1.91,2,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 17,[O-]C(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N.[Na+],C12H10ClN2NaO5S,352.73,22,11,0.08,5,6,2,73.52,133.84,-9.98,2.03,1.29,-1.02,0.65,-1.41,-3.35,0.159,0.000451,Soluble,-4.47,0.012,0.000034,Moderately soluble,-4.11,0.0271,0.0000769,Moderately soluble,High,No,Yes,Yes,No,No,No,No,-7.01,0,0,0,1,0,0.55,0,0,1,2.45,0.5,0.74,0.59,0.75,0.79,0.62,0.92,0.83,0.58,0.64,0.69,0.52,0.63,0.88,0.95,0.9,0.97,0.82,0.96,0.93,0.98,0.98,0.94,0.94,0.97,0.79,0.65,0.72,0.88,0.96,0.99,0.98,0.99,0.93,1,0.59,0.94,0.54,0.89,0.92,0.7,0.54,0.69,0.83,0.97
S5489,Prednisone acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC12C,,-4.241,1.704,2.267,0.424,0.001,0.094,0.023,0.004,-4.85,2.61E-05,0.983,0.6571,0.411,0.3578,0.006,0.459,0.074,0.695,0.044,0.067,0.006,0.046,0.763,0.918,5.117,0.554,0.019,0.063,0.198,0.061,0.896,0.894,0.034,0.932,0.003,0.014,0.954,0.233,3.875,4.162,4.277,0.874,0.957,0.03,0.243,0.101,0.532,0.019,0.595,0.796,0.442,0.663,0.772,400.19,409.061,0.978,6,1,97.74,4,4,17,6,0,24,0.167,6,1,1,0,0,5,4,2,1,0.577,4.55,0.652,74.789,2.103,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 25,CC(=O)OCC(=O)C1(O)CCC2C1(C)CC(=O)C1C2CCC2=CC(=O)C=CC12C,C23H28O6,400.46,29,0,0.65,4,6,1,105.84,97.74,1.74,2.45,2.34,1.56,3.15,2.25,-3.6,0.1,0.00025,Soluble,-4.15,0.0286,0.0000714,Moderately soluble,-3.48,0.132,0.00033,Soluble,High,No,Yes,No,No,No,No,No,-7,0,0,0,0,0,0.55,0,0,1,5.13,0.98,0.94,0.5,0.63,0.69,0.52,0.99,0.95,0.61,1,0.64,0.5,0.67,1,0.96,1,0.98,0.9,0.99,1,0.99,0.99,0.99,0.99,1,0.51,0.9,0.63,0.82,0.64,0.99,1,1,0.55,1,0.66,0.55,0.96,0.8,1,0.95,0.89,0.94,0.98,0.99
S5785,Norethindrone acetate,CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C,,-4.732,3.382,3.761,0.015,0,0.047,0.796,0.236,-4.678,2.84E-05,0.971,0.9567,0.972,0.0121,0.206,0.743,0.854,0.888,0.789,0.311,0.052,0.119,0.853,0.909,3.174,0.249,0.02,0.08,0.746,0.01,0.164,0.885,0.041,0.888,0.003,0.016,0.853,0.558,3.262,3.889,4.923,0.622,0.868,0.008,0.08,0.671,0.872,0.616,0.762,0.203,0.514,0.93,0.922,340.2,368.031,0.924,3,0,43.37,2,4,17,3,0,23,0.087,6,1,0,1,0,2,1,0,0,0.411,4.632,0.727,68.421,2.122,0,0,0,0,Accepted,Rejected,Accepted,Accepted,0,Molecule 87,C#CC1(CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12)OC(=O)C,C22H28O3,340.46,25,0,0.73,2,3,0,98.36,43.37,3.44,3.64,4.14,4.01,4.24,3.89,-4.11,0.0263,0.0000773,Moderately soluble,-4.24,0.0196,0.0000577,Moderately soluble,-3.8,0.0536,0.000157,Soluble,High,Yes,No,No,No,Yes,No,No,-5.79,0,0,0,0,0,0.55,0,1,1,5.08,0.73,0.65,0.74,0.96,0.5,0.8,0.99,0.97,0.69,0.97,0.54,0.67,0.6,0.99,1,1,0.84,1,1,0.99,0.99,0.99,0.75,0.99,1,0.54,0.9,0.65,0.87,0.7,0.99,1,1,0.81,0.98,0.55,0.69,0.96,0.85,0.97,0.82,0.57,0.95,0.61,1
S5860,Larotrectinib,OC1CCN(C1)C(=O)NC2=C3N=C(C=C[N]3N=C2)N4CCCC4C5=CC(=CC=C5F)F,,-5.026,2.838,3.306,0.269,0.976,0.007,0.002,0.004,-4.918,1.82E-05,0.391,0.9565,1.145,0.0595,0.372,0.834,0.458,0.809,0.518,0.559,0.465,0.899,0.477,0.733,8.339,0.11,0.209,0.978,0.888,0.011,0.388,0.956,0.115,0.79,0.003,0.006,0.865,0.981,1.932,2.848,6.03,0.034,0.003,0.786,0.327,0.179,0.006,0.611,0.766,0.007,0.013,0.543,0.259,428.18,403.594,1.061,8,2,86,5,5,9,10,0,27,0.185,2,1,1,0,0,4,1,0,1,0.67,3.52,0.381,95.897,-1.765,0,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 34,OC1CCN(C1)C(=O)Nc1cnn2c1nc(cc2)N1CCCC1c1cc(F)ccc1F,C21H22F2N6O2,428.44,31,15,0.38,5,6,2,117.01,86,3.38,1.7,2.51,2.76,1.08,2.29,-3.6,0.109,0.000254,Soluble,-3.12,0.324,0.000756,Soluble,-4.54,0.0124,0.0000288,Moderately soluble,High,No,Yes,Yes,No,No,Yes,No,-7.71,0,0,0,0,0,0.55,0,0,1,4.12,0.53,0.95,0.51,0.96,0.86,0.5,0.94,0.52,0.52,0.58,0.55,0.78,0.73,0.75,0.98,0.96,0.9,0.84,0.96,0.95,0.96,0.96,0.67,0.9,0.82,0.88,0.82,0.9,0.86,0.54,0.94,0.95,0.99,0.78,1,0.7,0.99,0.58,0.83,0.78,0.78,0.57,0.58,0.81,0.99
S5972,Hydrocortisone hemisuccinate,CC12CCC(=O)C=C1CCC3C4CCC(O)(C(=O)COC(=O)CCC(O)=O)C4(C)CC(O)C23,,-4.269,1.482,1.863,0.763,0.01,0.828,0.811,0.197,-5.533,1.96E-05,0.886,0.8596,0.37,0.1473,0.002,0.451,0.014,0.427,0.022,0.951,0.002,0.116,0.029,0.325,5.309,0.895,0.025,0.205,0.09,0.04,0.02,0.932,0.013,0.5,0.003,0.008,0.048,0.075,2.09,3.006,4.187,0.938,0.925,0.016,0.165,0.356,0.596,0.06,0.24,0.021,0.099,0.133,0.056,462.23,463.87,0.996,8,3,138.2,7,4,17,8,0,24,0.292,7,1,1,0,0,5,4,2,1,0.511,4.342,0.76,79.091,1.791,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 9,OC(=O)CCC(=O)OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)CCC12C,C25H34O8,462.53,33,0,0.76,7,8,3,118.66,138.2,2.27,2.11,2.2,1.29,2.73,2.12,-3.58,0.123,0.000266,Soluble,-4.64,0.0105,0.0000228,Moderately soluble,-2.99,0.471,0.00102,Soluble,High,No,Yes,No,No,No,No,No,-7.62,0,0,0,1,0,0.56,0,0,1,5.56,0.98,0.97,0.51,0.8,0.63,0.67,0.88,0.81,0.56,1,0.75,0.6,0.67,1,1,1,0.95,0.76,0.98,0.99,0.99,0.99,0.99,1,1,0.51,0.9,0.62,0.82,0.52,0.99,1,1,0.64,0.99,0.65,0.54,0.96,0.8,1,0.99,0.96,0.94,0.99,0.99
S5973,Methylprednisolone Acetate,CC1CC2C3CCC(O)(C(=O)COC(C)=O)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14,,-4.271,2.139,2.511,0.052,0.014,0.811,0.027,0.005,-4.93,3.15E-05,0.993,0.7931,0.642,0.1934,0.007,0.287,0.057,0.738,0.045,0.091,0.007,0.036,0.696,0.923,5.021,0.537,0.033,0.115,0.193,0.051,0.466,0.918,0.039,0.897,0.003,0.011,0.949,0.388,3.446,3.83,4.63,0.888,0.903,0.007,0.13,0.185,0.314,0.011,0.556,0.188,0.524,0.441,0.509,416.22,428.993,0.97,6,2,100.9,4,4,17,6,0,23,0.174,7,1,1,0,0,5,4,2,1,0.542,4.737,0.708,77.561,2.135,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 26,CC(=O)OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C,C24H32O6,416.51,30,0,0.71,4,6,2,111.6,100.9,1.76,2.73,2.37,1.86,2.68,2.28,-3.88,0.0551,0.000132,Soluble,-4.5,0.0131,0.0000314,Moderately soluble,-2.93,0.49,0.00118,Soluble,High,No,Yes,No,No,No,No,No,-6.9,0,0,0,0,0,0.55,0,0,1,5.44,0.98,0.98,0.51,0.74,0.67,0.56,0.99,0.93,0.56,1,0.71,0.52,0.73,1,1,1,0.99,1,1,1,0.99,0.99,0.99,1,1,0.53,0.9,0.63,0.81,0.52,1,1,1,0.62,1,0.68,0.53,0.96,0.8,1,0.99,0.95,0.96,1,0.99
S5899,(R)-(-)-Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,-3.701,3.318,3.687,0,0.002,0.003,0.002,0.001,-4.377,3.55E-05,0.463,0.9437,0.238,0.0365,0.079,0.317,0.057,0.91,0.416,0.982,0.004,0.101,0.014,0.195,0.778,0.687,0.018,0.431,0.946,0.004,0.538,0.015,0.17,0.072,0.018,0.586,0.066,0.462,3.418,3.509,3.938,0.044,0.003,0.008,0.009,0.145,0.018,0.795,0.029,0.004,0.044,0.013,0.006,206.13,231.882,0.889,2,1,37.3,4,1,6,2,0,7,0.571,1,0,0,0,0,0,0,0,0,0.822,2.192,0.462,16,0.137,0,0,0,0,Accepted,Rejected,Accepted,Accepted,0,Molecule 12,CC(Cc1ccc(cc1)C(C(=O)O)C)C,C13H18O2,206.28,15,6,0.46,4,2,1,62.18,37.3,2.17,3.5,3.07,3.13,3.15,3,-3.36,0.0909,0.000441,Soluble,-3.97,0.0223,0.000108,Soluble,-3.44,0.0749,0.000363,Soluble,High,Yes,No,No,No,No,No,No,-5.07,0,0,0,0,0,0.85,0,0,1,1.92,0.66,0.89,0.52,0.77,0.71,0.74,0.99,0.99,0.85,0.98,0.59,0.71,0.96,0.99,1,1,0.99,0.9,0.99,0.99,0.99,0.99,0.96,0.99,0.99,0.9,0.78,0.97,0.98,0.96,0.92,0.97,0.99,0.66,0.98,0.92,0.97,0.95,0.98,0.92,0.83,0.62,0.96,0.99,0.98
S6985,Varenicline,C1NCC2CC1C3=CC4=NC=CN=C4C=C23,,-0.983,1.586,1.479,0.008,0.032,0.007,0.153,0.957,-4.653,1.92E-06,0.766,0.2721,3.026,0.7426,0.725,0.312,0.029,0.85,0.005,0.765,0.039,0.879,0.075,0.65,5.95,0.208,0.77,0.886,0.139,0.529,0.337,0.97,0.857,0.074,0.003,0.018,0.939,0.504,4.502,3.472,5.059,0.002,0.003,0.301,0.003,0.049,0.006,0.004,0.02,0.156,0.01,0.014,0.011,211.11,218.986,0.964,3,1,37.81,0,4,15,3,0,19,0,2,0,0,0,0,0,1,1,0,0.722,4.177,0.385,64,0.252,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 74,N1CC2CC(C1)c1c2cc2c(c1)nccn2,C13H13N3,211.26,16,10,0.38,0,3,1,66.38,37.81,2.01,0.79,1.42,1.45,2.43,1.62,-2.11,1.64,0.00776,Soluble,-1.16,14.4,0.0684,Very soluble,-4.31,0.0104,0.0000494,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-7.03,0,0,0,0,0,0.55,0,0,1,2.69,0.9,0.91,0.92,0.9,0.87,0.72,0.84,0.54,0.67,0.94,0.67,0.56,0.69,0.79,0.99,0.97,0.91,0.92,0.99,0.98,0.94,0.94,0.91,0.89,0.98,0.98,0.85,0.77,0.76,0.65,0.74,0.99,1,0.5,0.99,0.76,0.89,0.64,0.67,0.5,0.69,0.51,0.74,0.59,0.91
E0167,Tazobactam Sodium,[NaH].CC1(C[N]2C=CN=N2)C(N3C(CC3=O)[S]1(=O)=O)C(O)=O,,-1.661,-1.26,-0.837,0,0.002,0.968,0.994,0.989,-6.169,7.66E-05,0.04,0.2719,0.259,0.7937,0.001,0.667,0.021,0.063,0.005,0.512,0.028,0.055,0.004,0.023,4.273,0.342,0.003,0.874,0.995,0.017,0.01,0.006,0.515,0.196,0.003,0.016,0.005,-0.043,2.078,3.155,3.294,0.003,0.003,0.007,0.002,0.03,0.007,0.005,0.471,0.003,0,0.01,0.001,300.05,251.748,1.192,9,1,122.46,3,3,7,10,0,17,0.176,3,0,0,0,0,3,0,1,0,0.672,4.175,0.6,73.5,-0.306,3,1,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 8,OC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)Cn1ccnn1.[NaH],C10H13N4NaO5S,324.29,21,5,0.6,3,7,1,69.6,130.84,0,-1.98,-0.71,-0.44,-2,-1.03,-0.58,85,0.262,Very soluble,-0.24,185,0.57,Very soluble,-0.25,182,0.56,Soluble,High,No,No,No,No,No,No,No,-9.68,0,1,0,0,0,0.56,0,0,0,4.3,0.58,0.7,0.53,0.91,0.71,0.62,0.9,0.8,0.6,0.97,0.72,0.53,0.52,0.94,0.92,0.98,0.98,0.93,0.97,0.97,0.95,0.95,0.93,0.95,0.98,0.79,0.74,0.86,0.62,0.78,0.96,0.87,0.99,0.88,0.99,0.56,0.89,0.83,0.93,0.96,0.87,0.7,0.82,0.92,0.99
E0177,Hydrocortisone sodium succinate,[Na+].CC12CCC(=O)C=C1CCC3C4CCC(O)(C(=O)COC(=O)CCC([O-])=O)C4(C)CC(O)C23,,-2.894,0.121,0.665,0.989,0.002,0.545,0.762,0.119,-5.145,3.04E-05,0.931,0.8481,0.359,0.1719,0.002,0.71,0.016,0.68,0.027,0.767,0.001,0.092,0.036,0.638,2.074,0.907,0.023,0.128,0.077,0.036,0.031,0.926,0.016,0.694,0.003,0.008,0.038,0.17,2.161,3.184,4.129,0.935,0.933,0.011,0.101,0.423,0.485,0.018,0.209,0.016,0.216,0.164,0.033,461.22,462.552,0.997,8,2,141.03,7,4,17,8,-1,24,0.292,7,1,1,0,0,5,4,2,1,0.555,4.658,0.76,79.091,1.683,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 10,[O-]C(=O)CCC(=O)OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)CCC12C.[Na+],C25H33NaO8,484.51,34,0,0.76,7,8,2,116.72,141.03,-11.56,2.11,0.86,1.29,2.73,-0.91,-3.71,0.0942,0.000194,Soluble,-4.7,0.00961,0.0000198,Moderately soluble,-2.99,0.494,0.00102,Soluble,High,No,Yes,No,No,No,No,No,-7.76,0,1,1,1,0,0.55,0,0,1,5.58,0.89,0.97,0.51,0.8,0.63,0.79,0.98,0.81,0.56,0.99,0.76,0.53,0.69,0.99,1,1,0.97,0.59,0.99,0.99,0.99,0.99,0.99,1,1,0.51,0.89,0.62,0.83,0.53,0.99,1,1,0.62,0.99,0.63,0.54,0.96,0.8,1,0.98,0.96,0.94,0.99,0.99
E1029,Miglustat,CCCCN1CC(O)C(O)C(O)C1CO,,-0.71,-0.637,-0.852,0.002,0.026,0.883,0.01,0.131,-5.026,0.001216445,0.302,0.1014,0.888,0.804,0.031,0.066,0.011,0.837,0,0.143,0.006,0.393,0.001,0.048,4.246,0.546,0.046,0.08,0.032,0.07,0.036,0.011,0.069,0.027,0.003,0.018,0.617,0.345,1.6,1.653,2.87,0.094,0.002,0.006,0.003,0.328,0.063,0.003,0.032,0.013,0.007,0.007,0.006,219.15,219.118,1,5,4,84.16,4,1,6,5,0,6,0.667,4,0,0,0,0,0,0,0,0,0.465,3.623,1,20,1.236,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 11,CCCCN1CC(O)C(C(C1CO)O)O,C10H21NO4,219.28,15,0,1,4,5,4,59.53,84.16,1.92,-0.63,-1.84,-1.04,-0.86,-0.49,-0.54,63.4,0.289,Very soluble,-0.66,47.4,0.216,Very soluble,0.6,879,4.01,Soluble,High,No,Yes,No,No,No,No,No,-8.08,0,1,0,0,0,0.55,0,0,1,3.35,0.98,0.59,0.59,0.87,0.65,0.59,0.99,0.81,0.78,0.6,0.69,0.56,0.63,0.99,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.76,0.82,0.9,0.81,0.73,0.53,0.99,1,0.57,1,0.75,0.63,0.76,0.9,0.96,0.94,0.81,0.67,0.97,0.98
E0937,Segesterone acetate,CC(=O)OC1(C(C)=O)C(=C)CC2C3CCC4=CC(=O)CCC4C3CCC12C,,-4.729,3.195,3.719,0.627,0,0.04,0.952,0.291,-4.724,2.44E-05,0.898,0.6255,0.676,0.371,0.037,0.427,0.153,0.848,0.307,0.177,0.003,0.212,0.392,0.641,9.212,0.378,0.003,0.373,0.857,0.073,0.22,0.692,0.038,0.945,0.003,0.02,0.882,0.318,3.113,3.852,3.94,0.777,0.755,0.045,0.033,0.71,0.76,0.047,0.183,0.026,0.571,0.81,0.916,370.21,394.117,0.939,4,0,60.44,3,4,17,4,0,24,0.125,6,1,0,0,0,2,1,1,0,0.54,4.694,0.696,72,2.308,0,0,0,0,Accepted,Rejected,Accepted,Accepted,0,Molecule 76,CC(=O)OC1(C(=O)C)C(=C)CC2C1(C)CCC1C2CCC2=CC(=O)CCC12,C23H30O4,370.48,27,0,0.7,3,4,0,104.73,60.44,3.27,2.88,4.19,3.29,4.34,3.59,-3.75,0.0654,0.000176,Soluble,-3.81,0.0575,0.000155,Soluble,-4.42,0.014,0.0000378,Moderately soluble,High,Yes,No,No,No,Yes,No,No,-6.52,0,0,0,0,0,0.55,0,1,1,4.9,0.72,0.85,0.76,0.9,0.61,0.55,0.92,0.97,0.7,0.98,0.54,0.66,0.59,1,1,0.66,0.82,0.95,0.94,0.99,0.96,0.96,0.8,0.98,0.99,0.53,0.92,0.65,0.82,0.64,0.99,1,1,0.74,0.99,0.66,0.58,0.96,0.84,0.99,0.95,0.74,0.97,0.81,1
